user_id,group,day,session,question_id,num_1,num_2,num_3,feedback,answer,accuracy,resptime,focus,focustime,anxiety,anxietytime,uid
26.0,random,d2,formal,186.0,37.0,24.0,6.0,1.0,0,1.0,2.906031,7.0,2.319862,2.0,1.729475,4971dae4-812a-41a1-af19-fdfb67346b7b
20.0,random,d1,formal,8.0,58.0,39.0,3.0,1.0,0,1.0,7.613214,6.0,5.1150637,3.0,2.868485,3a485161-679e-461f-b35e-5b6c565ae1e7
40.0,static,d1,formal,286.0,81.0,35.0,8.0,1.0,0,1.0,7.003764,5.0,6.291579,5.0,1.294452,b2a409f4-d78c-4c50-a97f-7c15f1a273a5
25.0,rule,d2,formal,113.0,53.0,27.0,3.0,1.0,0,1.0,11.375742,4.0,2.559817,4.0,3.949448,4519c90a-9158-4bf1-8593-771adc7e54fe
36.0,rule,d1,formal,219.0,37.0,27.0,7.0,0.0,0,1.0,2.0990212,5.0,2.570837,3.0,1.1442373,0cf9f19d-f511-4a08-8060-9c7f7f747368
4.0,rule,d1,formal,150.0,59.0,29.0,6.0,0.0,1,1.0,3.41697,6.0,3.064088,2.0,4.0866947,270f2c6c-ea02-44ef-940b-08f221c5d485
41.0,random,d2,formal,291.0,84.0,12.0,4.0,1.0,0,0.0,8.953427,4.0,3.1373441,1.0,1.1174111,50173a58-148f-45c5-b189-e468dd68f757
34.0,static,d2,formal,300.0,34.0,15.0,3.0,1.0,0,1.0,5.105188,3.0,1.7112491,4.0,1.4131899,e499b9fb-0703-4b05-a103-33c18d82e683
16.0,random,d1,formal,81.0,54.0,42.0,6.0,0.0,1,1.0,6.323222,5.0,8.905373,6.0,2.164501,b3c5ad52-05ad-43e4-8af8-ab4a6beb9b6c
19.0,random,d1,formal,182.0,47.0,14.0,4.0,1.0,0,1.0,4.5578527,6.0,4.0927362,1.0,1.4057562,d766e35a-6741-4e2a-b051-96c681e6157a
28.0,rule,d1,formal,4.0,54.0,24.0,4.0,0.0,0,1.0,7.0798264,6.0,2.5574737,3.0,4.2226152,83df7e6e-8580-4a26-aa1d-809ea12bcd02
31.0,static,d2,formal,2.0,33.0,18.0,8.0,1.0,0,1.0,9.673136,5.0,5.0713005,4.0,6.03082,4585882b-ba07-4eed-bd53-627587ca1fd0
29.0,rule,d1,formal,232.0,78.0,27.0,6.0,0.0,0,1.0,4.147469,3.0,3.1820788,7.0,1.1179447,71f2656b-437e-4d50-a7a5-3fe3e5548ebf
24.0,random,d2,formal,293.0,74.0,57.0,3.0,1.0,0,1.0,7.236704,5.0,1.7623632,4.0,1.0665872,c21acaca-fdc0-41b5-9b07-c1d9ced5e9bd
30.0,static,d2,formal,103.0,93.0,43.0,5.0,1.0,1,1.0,4.017265,7.0,2.5545442,3.0,1.692522,c817b813-5676-4f1e-89a1-df7ec5ef69fe
21.0,none,d2,formal,214.0,85.0,54.0,4.0,0.0,0,1.0,4.213209,4.0,1.6609159,1.0,1.2438378,cfff4579-0a9d-494f-9676-23b21f3be459
23.0,static,d1,formal,239.0,95.0,72.0,7.0,1.0,0,1.0,3.554863,4.0,4.384151,5.0,1.7581561,35c8831f-58ca-4875-8f8b-589953b36c2f
8.0,static,d2,formal,213.0,94.0,66.0,3.0,1.0,0,1.0,4.309998,6.0,1.573746,6.0,1.1016693,d8d52a38-3a11-4a4e-939d-51667d05f12a
1.0,none,d1,formal,103.0,23.0,18.0,4.0,0.0,0,1.0,3.8011642,7.0,1.715879,2.0,1.21615,ffbd4c99-37c6-4d7c-94c2-824836cae2c1
2.0,none,d1,formal,110.0,71.0,36.0,6.0,0.0,0,1.0,4.957005,7.0,1.5572028,1.0,1.3642101,ab11c367-7dbf-42e5-8361-8938154377cf
32.0,rule,d2,formal,205.0,77.0,45.0,6.0,0.0,0,1.0,12.217016,5.0,1.6707218,5.0,1.9313631,1d7795db-e848-4d07-8e4c-98c0da0fc717
15.0,none,d1,formal,66.0,73.0,45.0,4.0,0.0,0,0.0,9.307207,7.0,1.8004692,2.0,1.3541713,c43eb8ec-1d31-4629-a06d-0b31998964f4
22.0,static,d1,formal,128.0,63.0,37.0,7.0,1.0,0,1.0,12.443153,5.0,2.6548738,4.0,1.5295131,d7f8d662-9712-453c-9747-4b47e2cfbad2
6.0,none,d2,formal,145.0,71.0,36.0,9.0,0.0,0,1.0,8.607851,5.0,2.250174,1.0,1.4126892,3085fdd9-8520-488b-a572-ca5936140a27
35.0,none,d1,formal,134.0,43.0,32.0,4.0,0.0,0,1.0,6.2893867,7.0,4.909174,1.0,1.9244092,d8c5c7ba-f834-4486-ab62-9d0803b08edc
3.0,rule,d2,formal,17.0,89.0,13.0,5.0,0.0,0,1.0,3.505218,7.0,2.2894208,7.0,1.3176482,482a08c6-8548-4212-a8d8-23f04b5da9ee
33.0,none,d1,formal,217.0,81.0,43.0,7.0,0.0,0,1.0,9.838195,6.0,5.0177574,6.0,2.067192,0e8f7832-33ed-4867-ac7d-017ff57a5112
17.0,static,d2,formal,203.0,57.0,46.0,9.0,1.0,0,1.0,2.8709562,6.0,1.6664302,2.0,1.0316529,fdf6c4dc-4e7c-4320-b3be-b92442d63e94
11.0,rule,d1,formal,164.0,75.0,12.0,8.0,1.0,0,1.0,9.159825,6.0,4.348071,2.0,2.524137,7d7a5f77-7379-46f6-9cd6-49dcc1e2250d
10.0,rule,d1,formal,37.0,77.0,48.0,8.0,1.0,0,1.0,5.508802,3.0,3.145891,2.0,2.6891222,1fa17b87-d4d0-4be2-8e9a-1fedd8cf5dae
7.0,random,d2,formal,184.0,37.0,22.0,3.0,1.0,1,1.0,2.911256,6.0,2.0919652,2.0,1.0215628,2f1297de-937c-4b7e-a6c7-7decc7caaf8d
13.0,static,d2,formal,15.0,21.0,15.0,4.0,1.0,0,1.0,5.713885,6.0,3.966316,5.0,9.218672,83dd26d8-8563-48de-a3d0-c39bac93d9ae
14.0,none,d2,formal,86.0,21.0,17.0,4.0,0.0,1,1.0,2.902221,6.0,2.88122,2.0,2.134915,858a0b6d-2365-4795-bd21-daf9fe2a963b
18.0,none,d2,formal,231.0,54.0,18.0,5.0,0.0,0,1.0,4.192089,5.0,2.006081,4.0,1.2764442,9e6977b0-d482-4008-9f46-dd97b270d02b
25.0,rule,d1,formal,193.0,22.0,19.0,8.0,0.0,0,1.0,1.995971,4.0,2.4909132,3.0,6.316524,0b205fe6-666d-45b5-ac14-30295dce1073
26.0,random,d2,formal,15.0,72.0,47.0,4.0,1.0,0,1.0,5.460497,6.0,6.080861,2.0,2.9852,841dad19-e796-471a-a6b5-c76bd9413732
5.0,none,d2,formal,48.0,69.0,11.0,5.0,0.0,0,1.0,3.245369,5.0,7.199792,2.0,1.5387099,c8d6ea77-4196-42d5-be05-0dcafcca0ccd
20.0,random,d2,formal,244.0,73.0,44.0,4.0,1.0,0,1.0,8.353273,6.0,2.047654,2.0,1.8142202,0ee0e8e0-994e-44d8-96d2-18a206563d56
23.0,static,d1,formal,139.0,76.0,47.0,5.0,1.0,0,1.0,18.123497,6.0,2.2471452,5.0,1.7213428,0cea7d98-8d54-4699-9358-aad8014d690d
40.0,static,d2,formal,290.0,86.0,43.0,8.0,1.0,0,1.0,5.042804,5.0,2.7216282,2.0,1.503969,dfd978bc-ba58-4b6c-938f-28cc678b5b82
16.0,random,d1,formal,72.0,81.0,36.0,6.0,0.0,0,1.0,3.8728242,5.0,8.905373,6.0,2.164501,ddfadf11-01e3-42e5-aa97-700e51c37143
28.0,rule,d1,formal,7.0,78.0,19.0,3.0,0.0,0,1.0,5.9790506,6.0,2.5574737,3.0,4.2226152,5107f736-f0c1-480c-8680-d1b7b732fb65
29.0,rule,d2,formal,181.0,81.0,77.0,7.0,1.0,0,1.0,3.0517292,7.0,2.144515,7.0,4.138876,6176bce9-f77e-4cf8-8302-6c2c2edbcb7f
36.0,rule,d1,formal,262.0,96.0,66.0,4.0,0.0,0,1.0,2.290106,5.0,2.5126703,3.0,2.074565,d0805705-b4cb-4aeb-9b2e-785ee7fe5f61
27.0,rule,d2,formal,38.0,67.0,11.0,4.0,1.0,1,1.0,5.052843,6.0,3.3487387,1.0,3.1186368,e57b3d5f-2085-4b3b-9891-212bc7458f03
41.0,random,d1,formal,56.0,45.0,34.0,7.0,0.0,0,1.0,20.364923,6.0,4.586761,5.0,2.071736,1df67b2f-4a86-4dc5-86d0-46fd6b5aeb4a
31.0,static,d2,formal,128.0,72.0,43.0,8.0,1.0,0,1.0,12.465225,6.0,5.552178,3.0,3.313901,13262a3e-ba91-4b36-968f-e581a6066647
4.0,rule,d1,formal,222.0,71.0,19.0,3.0,0.0,0,1.0,7.4909925,5.0,7.141552,2.0,2.3313427,b8afe92b-1a2e-4f38-871c-3baa7603ea9c
30.0,static,d2,formal,84.0,34.0,23.0,8.0,1.0,0,1.0,3.572812,7.0,1.880822,2.0,1.6297469,27e2bb6e-e2d2-4b18-b79d-d2c8319d58b6
19.0,random,d2,formal,290.0,87.0,31.0,8.0,1.0,1,1.0,4.300481,3.0,2.237104,1.0,1.0752442,9345aa8b-5b48-4400-b0e8-a8bb157e568b
34.0,static,d2,formal,3.0,87.0,32.0,6.0,1.0,0,1.0,4.195634,7.0,2.0989301,7.0,1.4888439,cad08c67-30df-4b5a-94d0-2b483ff54a8c
21.0,none,d2,formal,109.0,58.0,22.0,3.0,0.0,1,1.0,4.586172,4.0,1.6774223,1.0,1.3257539,e4149a16-08b3-48f1-8272-89eee74e7f2a
24.0,random,d2,formal,294.0,53.0,31.0,8.0,0.0,0,1.0,3.2111502,5.0,1.7623632,4.0,1.0665872,708f3810-aa0c-4de1-aae3-d5c096381bdc
8.0,static,d2,formal,263.0,99.0,83.0,3.0,1.0,0,1.0,3.569724,6.0,1.825052,6.0,1.6051621,69367e6a-43b2-41e5-832f-9e60f5f659f1
11.0,rule,d2,formal,207.0,69.0,11.0,8.0,1.0,0,1.0,7.666071,5.0,2.4430718,2.0,1.9270399,0c3a6080-a971-47d3-a9b1-bdfdbcff055d
2.0,none,d1,formal,33.0,89.0,45.0,8.0,0.0,0,1.0,5.3987226,7.0,2.473902,1.0,3.1024399,042c598a-73e4-4013-b0b9-e692322241e0
1.0,none,d1,formal,268.0,23.0,15.0,8.0,0.0,1,1.0,4.2136936,7.0,6.846325,3.0,12.226929,ada2851b-25fd-4b2a-9e25-b6f582beb046
6.0,none,d1,formal,208.0,89.0,26.0,4.0,0.0,0,1.0,8.583639,4.0,2.323153,1.0,1.1167932,df1c03bc-92eb-495a-871b-34b754331e32
32.0,rule,d1,formal,166.0,81.0,21.0,4.0,0.0,0,0.0,8.715589,6.0,4.766904,6.0,1.9304321,b676358b-5e28-4f7a-9da5-90d848d3e4a8
3.0,rule,d2,formal,211.0,53.0,34.0,6.0,1.0,0,1.0,4.5133295,5.0,2.8978899,5.0,1.4061382,b81f4cee-7246-4b72-b950-9c2e3fec8eb4
15.0,none,d2,formal,73.0,77.0,14.0,6.0,0.0,0,1.0,5.333705,7.0,1.9471979,1.0,1.4804759,8c2ef84c-bb9a-4fd9-adb1-daa530087a0a
18.0,none,d1,formal,65.0,68.0,13.0,4.0,0.0,0,1.0,4.066786,4.0,2.664537,5.0,1.2881892,79038f0c-a56c-446f-aadc-dc65c9a90192
13.0,static,d1,formal,257.0,51.0,35.0,5.0,1.0,0,1.0,6.447488,6.0,3.3126009,6.0,16.877346,8810d54c-7ffa-4758-a8df-7759dc72bdf5
14.0,none,d1,formal,13.0,51.0,19.0,6.0,0.0,1,0.0,11.001102,7.0,6.1430817,4.0,5.755625,43b34d87-2958-4453-a862-74150ef1cb07
35.0,none,d2,formal,124.0,51.0,37.0,3.0,0.0,0,1.0,3.7006972,5.0,4.6933727,4.0,1.3698113,56cebe10-c88f-4ca9-990a-b9cc89ee8fcd
17.0,static,d1,formal,32.0,48.0,38.0,6.0,1.0,0,1.0,2.142632,6.0,2.743966,2.0,1.2030258,42cd5127-a139-4d06-b818-5a73d145bb18
5.0,none,d2,formal,190.0,89.0,24.0,9.0,0.0,0,1.0,1.3049831,3.0,1.9163921,3.0,39.81783,20ab6816-8363-4a79-ac28-34ce7c28b412
10.0,rule,d2,formal,146.0,46.0,15.0,7.0,1.0,0,1.0,3.598308,5.0,14.745698,2.0,6.7839527,e2b3b0f8-3266-4c06-893c-87896e6b1f22
23.0,static,d1,formal,153.0,62.0,28.0,4.0,1.0,0,1.0,8.898137,5.0,3.5825667,5.0,1.2082679,47c46832-14a3-40d5-944e-7e4527247528
33.0,none,d2,formal,213.0,87.0,76.0,5.0,0.0,0,1.0,4.8537903,6.0,2.594138,5.0,1.3247361,86c32a1f-1c4f-4fc4-92c3-e218d882c32d
26.0,random,d1,formal,289.0,46.0,33.0,8.0,1.0,0,1.0,5.364528,4.0,4.4814653,6.0,2.7771971,571537a3-7ac6-468a-a42e-e1e0833629fd
25.0,rule,d2,formal,281.0,61.0,11.0,4.0,0.0,0,1.0,5.418086,3.0,2.7907977,2.0,1.8758962,b2b03bed-35b7-47de-86be-a9e2cc159d03
22.0,static,d2,formal,283.0,33.0,17.0,5.0,1.0,0,1.0,6.244756,5.0,2.368881,2.0,2.265932,af28995b-da6c-42d9-bfe4-39dd8d2203f6
16.0,random,d2,formal,7.0,42.0,36.0,5.0,1.0,0,1.0,2.6408412,4.0,3.1588209,4.0,1.8819809,a91b0352-93a0-49db-bed7-9ca440016a22
7.0,random,d1,formal,108.0,78.0,16.0,5.0,1.0,1,0.0,4.15644,5.0,2.254669,2.0,1.9083028,bf5531b7-888b-4487-98ac-62620191f5df
40.0,static,d2,formal,116.0,61.0,28.0,5.0,1.0,0,1.0,8.946818,7.0,1.8300071,2.0,1.6399171,727d34a9-40e1-49b9-958a-3920b5da79ab
36.0,rule,d1,formal,111.0,32.0,23.0,4.0,0.0,0,1.0,3.6024551,6.0,2.4601054,6.0,1.8244948,59a5ded8-418e-44fb-ac7e-2d377e426c5f
20.0,random,d1,formal,85.0,46.0,19.0,3.0,0.0,1,1.0,6.3306627,7.0,4.2169504,2.0,2.0817132,81d606c8-ed28-431a-ae67-af9dd2e8773d
28.0,rule,d1,formal,194.0,78.0,47.0,5.0,0.0,0,1.0,4.6397724,4.0,2.179838,5.0,1.2597489,9c346747-b325-480f-98b6-1f88a5ae95ca
27.0,rule,d1,formal,175.0,45.0,28.0,7.0,0.0,0,1.0,4.6940403,7.0,1.946615,2.0,2.899779,c964fa58-7aa7-480c-9d41-70fc85b46ec3
31.0,static,d2,formal,193.0,63.0,13.0,9.0,1.0,0,1.0,5.228242,5.0,4.959534,2.0,2.163034,51fc9d02-c68a-494a-83ec-8b353e967caf
41.0,random,d1,formal,256.0,45.0,12.0,3.0,1.0,1,1.0,16.163427,4.0,2.045397,1.0,3.310467,6ba85b09-23fa-4bfb-a42c-548c3dc0e77d
29.0,rule,d2,formal,43.0,77.0,26.0,4.0,0.0,0,1.0,9.62936,5.0,1.9336009,4.0,2.157639,bbe161cb-9722-41e4-bf2a-1895dbe24cae
30.0,static,d1,formal,61.0,79.0,39.0,5.0,1.0,1,1.0,7.7231293,6.0,2.831214,4.0,3.7239141,1a0f36b0-60f3-4bed-843f-b78e0b22680b
24.0,random,d1,formal,113.0,41.0,25.0,4.0,0.0,1,1.0,4.37217,4.0,1.9778061,5.0,1.82131,9ce5fc8f-7fa0-4bc6-92fb-9c8f453b3949
4.0,rule,d2,formal,275.0,82.0,15.0,9.0,0.0,0,1.0,5.582589,7.0,3.504428,1.0,1.9616513,9342a425-a738-42d7-8f71-fdb828278647
19.0,random,d2,formal,31.0,84.0,65.0,3.0,0.0,0,1.0,13.699864,3.0,2.57796,1.0,1.3532991,24e5ac8e-66e2-43e5-82ab-a43df09e7225
21.0,none,d1,formal,271.0,77.0,16.0,4.0,0.0,0,1.0,9.252078,3.0,2.3617861,2.0,3.7771719,853fa119-0c79-4808-a335-39dc8175d709
34.0,static,d2,formal,200.0,29.0,12.0,9.0,1.0,0,1.0,4.29676,5.0,1.8718369,5.0,1.195081,6be1bc0d-e5f2-4886-8a1c-b000433de1c6
8.0,static,d1,formal,260.0,33.0,27.0,7.0,1.0,0,1.0,4.172726,4.0,2.18667,7.0,1.3416829,c36401e4-f501-46ce-986d-05965ae1aedc
11.0,rule,d2,formal,73.0,77.0,27.0,4.0,0.0,0,1.0,3.223952,4.0,15.5294285,2.0,4.3826294,b5e42a63-9583-476e-b30d-64c8c3915035
2.0,none,d2,formal,152.0,87.0,16.0,8.0,0.0,0,1.0,4.129479,6.0,1.947501,1.0,17.14861,9048578e-391c-4b1d-915e-bd01653bd673
35.0,none,d2,formal,199.0,54.0,42.0,3.0,0.0,1,1.0,3.2016602,6.0,2.354183,3.0,2.58432,2d1c8b14-6570-4fcb-b72e-e5db20944d53
6.0,none,d2,formal,12.0,58.0,11.0,4.0,0.0,0,1.0,6.1173773,7.0,5.117811,1.0,1.1291199,81ebbbee-e2c5-40a9-a28f-7f3e3193f05b
1.0,none,d2,formal,192.0,25.0,14.0,4.0,0.0,0,1.0,2.9444332,6.0,1.7268002,1.0,1.1717839,e8106fd5-4acc-4077-8a1e-f0d9659fac8f
32.0,rule,d1,formal,197.0,32.0,27.0,6.0,0.0,0,1.0,2.601828,6.0,2.4472637,5.0,1.7637401,bfb6ab27-a3af-41e8-984c-3d0c8cff9430
26.0,random,d1,formal,35.0,63.0,37.0,5.0,0.0,0,1.0,3.820929,6.0,2.70563,5.0,3.5242639,c097736f-f748-47d0-83fb-660bcfc25d96
15.0,none,d2,formal,235.0,57.0,33.0,7.0,0.0,0,1.0,5.3643913,7.0,1.5078518,1.0,1.7616711,bd576695-c8ec-42ac-9d77-e8af311f74d7
10.0,rule,d1,formal,211.0,38.0,21.0,7.0,0.0,0,1.0,3.493672,5.0,4.034212,2.0,1.5117798,ecc481aa-d21f-402b-8bdd-dc7c32abb439
13.0,static,d2,formal,28.0,45.0,18.0,8.0,1.0,0,1.0,6.487733,6.0,3.966316,5.0,9.218672,448adeb3-7db7-42ed-ad5d-a6c1411344ae
23.0,static,d1,formal,189.0,63.0,57.0,3.0,1.0,1,1.0,6.9570065,5.0,4.2626877,5.0,1.4882708,14e01852-3c2d-49e2-a04a-704221a87a6c
33.0,none,d1,formal,100.0,27.0,12.0,5.0,0.0,1,1.0,2.837059,6.0,2.184041,5.0,4.200487,11ed5c5b-d534-40b3-a27f-c84b8283edd9
14.0,none,d2,formal,176.0,38.0,26.0,5.0,0.0,0,1.0,4.094689,7.0,2.6323469,1.0,1.5793762,470a4dfc-def1-4142-a8a4-8b254bdee00d
40.0,static,d2,formal,17.0,58.0,16.0,4.0,1.0,0,1.0,10.985286,7.0,3.787135,1.0,4.021516,312c439a-6b07-482a-92b9-fee03b619501
22.0,static,d1,formal,219.0,76.0,52.0,5.0,1.0,0,1.0,3.992722,5.0,2.368706,4.0,2.253628,c7192ca9-c9bb-445e-8192-708a615de1f2
18.0,none,d1,formal,250.0,22.0,12.0,5.0,0.0,1,1.0,2.676811,2.0,2.288686,6.0,1.733952,0f87fdd6-faa1-4bc4-bb61-af56c7340643
17.0,static,d2,formal,27.0,74.0,42.0,3.0,1.0,0,1.0,3.6227179,6.0,2.17043,2.0,1.0378671,72f79037-2050-48c5-b263-5829354bc67b
36.0,rule,d2,formal,23.0,77.0,37.0,4.0,0.0,1,1.0,2.291931,3.0,2.3565972,4.0,1.6214628,aee9c090-42b4-4eb5-b055-2e7d09ba637f
5.0,none,d2,formal,226.0,75.0,53.0,6.0,0.0,0,1.0,1.8613522,3.0,1.986368,3.0,1.0103109,ba801fec-45c5-434d-8f16-49aad84c1fc4
27.0,rule,d2,formal,64.0,82.0,68.0,8.0,0.0,0,1.0,4.072762,7.0,3.994743,1.0,2.142123,332bb66c-e494-4e0b-b2a6-13488a0cd501
3.0,rule,d1,formal,256.0,76.0,69.0,3.0,0.0,0,1.0,3.2942898,7.0,2.7280502,7.0,1.6980951,7e58320d-783b-4b6e-8d3d-0fcd58352438
7.0,random,d1,formal,264.0,55.0,17.0,7.0,1.0,1,0.0,6.0530605,6.0,7.163376,1.0,1.1986892,9fae20ac-dc14-4b71-b027-d55823365c1e
25.0,rule,d1,formal,168.0,27.0,17.0,5.0,0.0,1,1.0,2.839526,4.0,2.477609,4.0,4.730964,f173ec5c-f2ff-4f7e-894b-9a5c63b9931a
29.0,rule,d1,formal,71.0,59.0,46.0,6.0,0.0,0,1.0,2.8180158,4.0,4.819657,6.0,1.353178,8ff2f940-0aae-43d7-91f8-d703d191b6a9
20.0,random,d2,formal,273.0,27.0,19.0,3.0,1.0,1,0.0,5.513707,5.0,1.7129679,2.0,1.9309759,014c7f65-de01-4f8a-b728-cfba8fa3e71c
28.0,rule,d1,formal,121.0,33.0,28.0,7.0,0.0,0,1.0,3.7409363,4.0,3.5917459,4.0,1.1783292,4aca1aa5-754c-47b7-9fdc-1df2c93100a4
16.0,random,d2,formal,125.0,78.0,12.0,3.0,1.0,1,1.0,13.434002,4.0,2.0311291,4.0,1.5946219,a4a16bb5-c710-4e3b-868e-42a9a48e466e
31.0,static,d1,formal,214.0,51.0,16.0,4.0,1.0,0,1.0,7.8368483,4.0,7.046403,2.0,2.530709,5fc873e9-6010-4ef2-bbc4-cc39be9fb6ff
4.0,rule,d2,formal,201.0,63.0,46.0,6.0,1.0,0,1.0,6.1688747,7.0,3.9270117,2.0,1.9822488,4ab2afa1-6544-4879-a0a2-ed9804c670fd
41.0,random,d2,formal,151.0,64.0,29.0,7.0,1.0,1,1.0,6.0838842,6.0,2.3567502,1.0,2.271589,d9925a6f-a979-4ecb-bb05-c4276734c44c
21.0,none,d2,formal,246.0,44.0,16.0,7.0,0.0,1,1.0,8.440929,3.0,5.937761,1.0,1.1225936,b2789b27-2828-42fd-b88b-816ec1681a5f
19.0,random,d1,formal,261.0,69.0,39.0,3.0,1.0,1,1.0,2.637754,6.0,4.237033,1.0,1.9057441,fc19b2b9-2a60-4fc4-b2e2-c783e67caefc
30.0,static,d1,formal,262.0,74.0,47.0,3.0,1.0,1,1.0,11.302291,5.0,4.224145,5.0,1.531986,0a324568-b693-4e6c-a453-b3a08d13f595
24.0,random,d2,formal,276.0,52.0,41.0,8.0,0.0,0,1.0,2.666077,5.0,1.7623632,4.0,1.0665872,b5c94f93-6441-4c88-9168-454fc561d07f
34.0,static,d2,formal,89.0,21.0,18.0,6.0,1.0,0,1.0,4.1574383,5.0,3.8304923,6.0,2.754398,b354e458-37bb-4a72-bd0a-f659e4431fa4
11.0,rule,d2,formal,194.0,94.0,32.0,3.0,0.0,0,1.0,4.864329,5.0,2.4430718,2.0,1.9270399,9ead3041-d911-41a2-8e24-619a886b9aa9
6.0,none,d2,formal,56.0,71.0,27.0,7.0,0.0,0,1.0,13.750128,7.0,2.284916,1.0,1.252578,97e9eea3-0165-442b-aec5-e2ad4e136dd3
8.0,static,d1,formal,168.0,61.0,14.0,3.0,1.0,0,1.0,5.397935,5.0,3.1828043,6.0,1.438601,4aca1bb4-21eb-4b5a-b43f-6326d48a056c
1.0,none,d2,formal,193.0,84.0,66.0,7.0,0.0,0,1.0,4.287636,6.0,1.7268002,1.0,1.1717839,aa6501d1-ff31-4bd1-80dc-e7e0570eeda5
2.0,none,d2,formal,297.0,44.0,28.0,7.0,0.0,0,1.0,3.558137,6.0,2.649118,1.0,1.10868,e143a761-43bd-4c47-9c82-0e9b8c88a04f
35.0,none,d1,formal,125.0,79.0,33.0,3.0,0.0,0,1.0,7.260002,7.0,4.909174,1.0,1.9244092,6162a003-a130-48b5-bbf0-2fd8282db944
15.0,none,d2,formal,165.0,81.0,46.0,5.0,0.0,1,1.0,7.680423,7.0,1.7786231,1.0,1.1796191,b8dafeea-6d5c-402a-a4eb-7c0fa73313ed
10.0,rule,d2,formal,180.0,68.0,12.0,9.0,0.0,0,1.0,4.883835,3.0,5.236268,3.0,1.357815,15d6f8d2-598b-4532-b667-062e24025da8
32.0,rule,d1,formal,138.0,84.0,41.0,4.0,0.0,0,1.0,7.5132923,6.0,2.245368,6.0,2.0499232,826da1f6-11ac-467e-b8cb-23a5cd8a179d
26.0,random,d1,formal,18.0,92.0,56.0,8.0,1.0,1,0.0,5.6137457,7.0,3.6861796,5.0,2.659027,bd8dc941-2a85-4f60-be52-61f0e7e0eecf
